sie się
twierdza twierdzą
wojne wojnę
mlode młode
tlum tłum
skonczyl skończył
pamietac pamiętać
poczul poczuł
nadzor nadzór
czekal czekał
wyciagnal wyciągnął
piekny piękny
wygrac wygrać
dol dół
posiadaja posiadają
pojdzie pójdzie
spodziewac spodziewać
trwac trwać
stanowily stanowiły
final finał
powolania powołania
sluzbe służbę
niepelnosprawnych niepełnosprawnych
boje boję
tlumaczyl tłumaczył
wyniosl wyniósł
odbywac odbywać
ciezkie ciężkie
katem kątem
podzielic podzielić
haslem hasłem
wydawac wydawać
zwierzeta zwierzęta
gdybysmy gdybyśmy
nauczyc nauczyć
artystow artystów
zawartosc zawartość
ide idę
wisla wisła
pozostalo pozostało
radosci radości
najlepsza najlepszą
gotow gotów
swieto święto
papieza papieża
druzynie drużynie
bronic bronić
lks łks
ustalic ustalić
rozpoczecia rozpoczęcia
smieci śmieci
ogolne ogólne
biezacego bieżącego
czyzby czyżby
odnosnie odnośnie
wrocila wróciła
bozego bożego
dotrzec dotrzeć
sledztwo śledztwo
dziewiec dziewięć
kregu kręgu
majacy mający
trybunal trybunał
odpowiednia odpowiednią
nalezal należał
szkode szkodę
mlodym młodym
amerykanskiej amerykańskiej
zyciem życiem
firma firmą
bys byś
bialym białym
wspolczesnej współczesnej
placa płacą
ktorys któryś
podlegaja podlegają
artykulow artykułów
zlozone złożone
krotki krótki
spor spór
podatkow podatków
uczen uczeń
jezdzic jeździć
majatek majątek
glosowac głosować
zla zła
kibicow kibiców
dzialaczy działaczy
wymienic wymienić
bialego białego
specjalistow specjalistów
odwolanie odwołanie
moglam mogłam
rzadow rządów
slabo słabo
komorki komórki
publicznosc publiczność
otrzymaja otrzymają
zdarzen zdarzeń
obrebie obrębie
powolanie powołanie
terenow terenów
znajomosci znajomości
udzialow udziałów
graja grają
pytal pytał
oskarzenia oskarżenia
zarzutow zarzutów
wyrazil wyraził
ciesza cieszą
trwalo trwało
pelnego pełnego
wyraza wyraża
objal objął
artykulu artykułu
dzialalnoscia działalnością
wyjasnic wyjaśnić
bohaterow bohaterów
podpisal podpisał
slusznie słusznie
skale skalę
reku ręku
urzadzenie urządzenie
przedmiotow przedmiotów
czuja czują
specjalisci specjaliści
zasluguje zasługuje
ciazy ciąży
postawil postawił
widziec widzieć
umiejetnosc umiejętność
obowiazujacych obowiązujących
ogolnej ogólnej
boguslaw bogusław
rozporzadzenie rozporządzenie
corki córki
niespelna niespełna
wygladala wyglądała
niemcow niemców
wnetrza wnętrza
odparl odparł
plyta płyta
zdarzylo zdarzyło
czeslaw czesław
przypomniec przypomnieć
bledow błędów
amerykanskiego amerykańskiego
miedzynarodowego międzynarodowego
predzej prędzej
jezykiem językiem
ksztalcie kształcie
mieszkal mieszkał
dzialal działał
boja boją
sadowi sądowi
wyrobow wyrobów
trzymal trzymał
mieszkancom mieszkańcom
sklepow sklepów
skladac składać
przestrzen przestrzeń
korzysc korzyść
poludnie południe
pozostala pozostała
postanowila postanowiła
uchwala uchwała
kwestie kwestię
ksiaze książę
myslal myślał
tworcow twórców
bozena bożena
dluzszy dłuższy
dziesiatki dziesiątki
zatrzymac zatrzymać
przyjela przyjęła
nastapil nastąpił
decyzja decyzją
zdolal zdołał
odbyc odbyć
wystawe wystawę
znalazlem znalazłem
dawal dawał
wyszlo wyszło
pozostac pozostać
zwiekszenia zwiększenia
tylu tyłu
prowadzila prowadziła
zaczna zaczną
zmienila zmieniła
niezbednych niezbędnych
wyzszy wyższy
nizsze niższe
panstwie państwie
piecdziesiat pięćdziesiąt
przedsiewziecia przedsięwzięcia
rozwiazac rozwiązać
gruntow gruntów
czynnikow czynników
wprowadzil wprowadził
trzymac trzymać
doroslych dorosłych
twoja twoją
plyt płyt
ladnie ładnie
usmiecha uśmiecha
skladania składania
narzedzi narzędzi
ksztalcenia kształcenia
uzywa używa
zajmowac zajmować
pomoze pomoże
trwal trwał
roszczen roszczeń
uroczystosc uroczystość
obronca obrońca
szczegolnym szczególnym
robot robót
bialych białych
dowiedzielismy dowiedzieliśmy
slaskiego śląskiego
najblizszy najbliższy
panstwowego państwowego
ochote ochotę
zasade zasadę
powiesc powieść
zebys żebyś
liczac licząc
gatunkow gatunków
racje rację
odwolania odwołania
otworzyc otworzyć
azeby ażeby
mieszkaja mieszkają
wartosciowych wartościowych
powstaja powstają
objete objęte
zone żonę
rozstrzygniecia rozstrzygnięcia
aktow aktów
uplywie upływie
zagral zagrał
wyglad wygląd
zal żal
kariere karierę
skierowal skierował
spadl spadł
wystapienie wystąpienie
stworzyl stworzył
ogloszenia ogłoszenia
policje policję
czterdziesci czterdzieści
wladyslawa władysława
ekspertow ekspertów
wersje wersję
zawieraja zawierają
swietej świętej
rezyser reżyser
zeznan zeznań
zwieksza zwiększa
probowali próbowali
przyklady przykłady
pojawia pojawią
uzytku użytku
wyrazic wyrazić
haslo hasło
klopotow kłopotów
wykonywac wykonywać
przyniesc przynieść
nastapila nastąpiła
oddzialow oddziałów
staraja starają
pozostaly pozostały
polnocy północy
agentow agentów
bialej białej
opieka opieką
ustalen ustaleń
karte kartę
odnalezc odnaleźć
zapisow zapisów
bedace będące
przychodow przychodów
sygnal sygnał
znajdowal znajdował
zajeli zajęli
dostalem dostałem
podobna podobną
najwiekszej największej
dloni dłoni
najblizsze najbliższe
obszarow obszarów
uzyciu użyciu
bramke bramkę
wygladalo wyglądało
dostepnych dostępnych
pomysly pomysły
dowiedzial dowiedział
oddzialy oddziały
ochrona ochroną
osrodkow ośrodków
wlasnoscia własnością
sady sądy
sniegu śniegu
radoslaw radosław
alez ależ
prowadzacych prowadzących
szkod szkód
robie robię
smiercia śmiercią
przedsiebiorcow przedsiębiorców
gornik górnik
wezmie weźmie
ciag ciąg
pojechal pojechał
niezle nieźle
wyobrazic wyobrazić
wyjechal wyjechał
zolte żółte
poludniowej południowej
urzedow urzędów
wspolnym wspólnym
obnizenie obniżenie
zima zimą
artykuly artykuły
ograniczyc ograniczyć
licza liczą
telefonow telefonów
dzial dział
rodzine rodzinę
stanac stanąć
mialaby miałaby
gospodarcza gospodarczą
chcialo chciało
przewage przewagę
przewodniczacym przewodniczącym
sume sumę
wyniosla wyniosła
wspolnych wspólnych
wystepy występy
szukaja szukają
aktywnosc aktywność
przyjsc przyjść
palac pałac
panstwowe państwowe
konsumentow konsumentów
zwiekszyc zwiększyć
rzady rządy
wspolny wspólny
spolce spółce
muzyke muzykę
lasow lasów
oplata opłata
wejsciem wejściem
ukazal ukazał
pomyslal pomyślał
obrazow obrazów
zbior zbiór
kierowac kierować
padl padł
srodkami środkami
bywaja bywają
zmieniac zmieniać
ofiara ofiarą
uwaznie uważnie
uczynic uczynić
prosbe prośbę
przegral przegrał
zadzwonil zadzwonił
przyjete przyjęte
pozarnej pożarnej
istniejacych istniejących
spojrzec spojrzeć
wygladac wyglądać
najwyzszym najwyższym
poprosil poprosił
ucza uczą
swiadkow świadków
strona stroną
wyjasnil wyjaśnił
zaczeto zaczęto
uzytkownicy użytkownicy
milosnikow miłośników
poprawe poprawę
przeszla przeszła
turystow turystów
kierowal kierował
piesni pieśni
wyposazenie wyposażenie
odpowiadac odpowiadać
generala generała
przedsiebiorcy przedsiębiorcy
szczegolowo szczegółowo
dlugich długich
prawda prawdą
wywoluje wywołuje
odwrocil odwrócił
jezdzi jeździ
zachod zachód
finalu finału
jestescie jesteście
rozpoczely rozpoczęły
pojawilo pojawiło
powyzsze powyższe
uwzglednieniem uwzględnieniem
widza widzą
bedacy będący
wykorzystal wykorzystał
tanca tańca
uzywac używać
trafiaja trafiają
musielismy musieliśmy
spolke spółkę
zajecie zajęcie
dziel dzieł
poprawic poprawić
slonca słońca
cieplo ciepło
znakow znaków
glosowaniu głosowaniu
najblizszej najbliższej
slyszalem słyszałem
sluza służą
swiezo świeżo
dotyczaca dotyczącą
spac spać
odezwal odezwał
wydawal wydawał
czulem czułem
pokonac pokonać
przyniosla przyniosła
gdansk gdańsk
pracowala pracowała
dlugim długim
osobowosci osobowości
wplywow wpływów
zgodzic zgodzić
skladaja składają
proponuje proponuję
czarna czarną
ogolnych ogólnych
zalozyl założył
rocznice rocznicę
dlonie dłonie
przeniesc przenieść
wisly wisły
wojta wójta
wod wód
szczegolny szczególny
juniorow juniorów
kaczynski kaczyński
chcielismy chcieliśmy
slyszal słyszał
spadla spadła
swiatem światem
sluchac słuchać
wroci wróci
jechal jechał
probuja próbują
wage wagę
otrzymuja otrzymują
wojewodzkiej wojewódzkiej
powaznych poważnych
czlonkami członkami
stol stół
bronia bronią
tworzac tworząc
zwloki zwłoki
checi chęci
pojawic pojawić
idac idąc
podejmowac podejmować
mezczyzny mężczyzny
miedzynarodowe międzynarodowe
popelnienia popełnienia
podstawowa podstawową
czyz czyż
zalatwic załatwić
podwyzki podwyżki
zyl żył
dlugiej długiej
pogodzic pogodzić
wskazuja wskazują
spowodowac spowodować
lubil lubił
zdaja zdają
pracujacych pracujących
odkad odkąd
watpienia wątpienia
czlowiekowi człowiekowi
kosztowac kosztować
uzytkownika użytkownika
poglad pogląd
gdanska gdańska
sedziow sędziów
spojrzala spojrzała
skutecznosc skuteczność
prosic prosić
doszedl doszedł
krzyz krzyż
miesiecznie miesięcznie
skory skóry
oboz obóz
dobr dóbr
stana staną
swiadomie świadomie
gieldzie giełdzie
dajac dając
cien cień
wczesniejszych wcześniejszych
komputerow komputerów
przezyc przeżyć
przyjechala przyjechała
ciepla ciepła
szla szła
zostaja zostają
przestepstwo przestępstwo
opuscil opuścił
uzytkowania użytkowania
zasilku zasiłku
otrzymalismy otrzymaliśmy
utworow utworów
zorganizowac zorganizować
snieg śnieg
uczestniczyl uczestniczył
ciezar ciężar
zastapic zastąpić
linie linię
wygladaja wyglądają
przestepstw przestępstw
wyscigu wyścigu
ocenic ocenić
dotyczyc dotyczyć
mysmy myśmy
rozpoczecie rozpoczęcie
scianie ścianie
nastepnej następnej
spotkalem spotkałem
siedziba siedzibą
skonczyc skończyć
znajdujacych znajdujących
konsekwencja konsekwencją
roznym różnym
srodowisk środowisk
ulice ulicę
usunac usunąć
przeczytac przeczytać
slask śląsk
skonczyla skończyła
bolu bólu
odpowiadal odpowiadał
smieje śmieje
przyznac przyznać
miliardow miliardów
pozwolil pozwolił
decyduja decydują
goraco gorąco
podjela podjęła
zawierac zawierać
stanela stanęła
siedzibe siedzibę
zawod zawód
zostawic zostawić
lek lęk
wazniejsze ważniejsze
rodzajow rodzajów
wewnetrzne wewnętrzne
realizowac realizować
rozumiec rozumieć
oddal oddał
pogladow poglądów
najwiekszego największego
wskazac wskazać
chodzil chodził
wystarczajaco wystarczająco
wlasnymi własnymi
dowiedzialem dowiedziałem
swiadcza świadczą
dotarl dotarł
dluzszego dłuższego
najchetniej najchętniej
postanowilem postanowiłem
wewnetrznej wewnętrznej
stalego stałego
pieknych pięknych
usmiechem uśmiechem
ulica ulicą
kaze każe
zawartosci zawartości
komorek komórek
zapoznac zapoznać
nastepujacych następujących
prob prób
mistrzow mistrzów
specjalna specjalną
wydala wydała
wykorzystujac wykorzystując
najblizsza najbliższą
przyjeto przyjęto
potrzebuja potrzebują
przerwal przerwał
minelo minęło
wspolczesnych współczesnych
narodow narodów
istotna istotną
oddzialywania oddziaływania
lekow leków
wczesnie wcześnie
leza leżą
malzenstwo małżeństwo
dowodca dowódca
zalozyc założyć
glab głąb
szukal szukał
odtad odtąd
ostroznie ostrożnie
zmienilo zmieniło
minal minął
pracodawcow pracodawców
powazny poważny
zamknac zamknąć
spoldzielnia spółdzielnia
stracila straciła
emeryture emeryturę
mlodej młodej
siedziala siedziała
starac starać
umial umiał
uzyc użyć
ukonczyl ukończył
wroclawia wrocławia
dlugosc długość
zlota złota
zrezygnowac zrezygnować
pietnascie piętnaście
wiezi więzi
lodzkiej łódzkiej
lzy łzy
zalezalo zależało
patrze patrzę
budzetowej budżetowej
komisja komisją
wynosila wynosiła
zlozony złożony
mozliwych możliwych
cieszyc cieszyć
instrumentow instrumentów
tozsamosci tożsamości
najwyzsze najwyższe
produkcje produkcję
poczawszy począwszy
pogon pogoń
najwazniejszym najważniejszym
wracac wracać
dluga długą
stalych stałych
porozmawiac porozmawiać
potwierdzil potwierdził
przejal przejął
sluzba służba
kwestia kwestią
zobowiazany zobowiązany
zmiana zmianą
narzedzie narzędzie
ksiecia księcia
przyjetych przyjętych
uwazaja uważają
mozliwie możliwie
zbliza zbliża
slasku śląsku
walesa wałęsa
zdawalo zdawało
tekstow tekstów
wyslac wysłać
rodzina rodziną
zaplaty zapłaty
spolecznym społecznym
ogloszenie ogłoszenie
skladka składka
odleglosc odległość
przesluchania przesłuchania
unia unią
zapowiedzial zapowiedział
sciekow ścieków
walczyl walczył
polityczna polityczną
noca nocą
oglosil ogłosił
kobiete kobietę
twarza twarzą
zapewnil zapewnił
standardow standardów
odniosl odniósł
wracajac wracając
zobaczylem zobaczyłem
stolu stołu
widzialam widziałam
wyobrazni wyobraźni
przyjeta przyjęta
dziewczat dziewcząt
pomagaja pomagają
popularnosc popularność
dostepny dostępny
matka matką
niebezpieczenstwo niebezpieczeństwo
pelnomocnik pełnomocnik
wysilku wysiłku
dzwiek dźwięk
kamien kamień
platnosci płatności
trescia treścią
wystarczylo wystarczyło
uzyskala uzyskała
pozyczki pożyczki
objetych objętych
zdawal zdawał
dookola dookoła
odmowil odmówił
postacia postacią
zagrac zagrać
zyskow zysków
zdarzalo zdarzało
energie energię
zaangazowanie zaangażowanie
polnocnej północnej
stracic stracić
wniosl wniósł
wyjezdzie wyjeździe
dodatkowa dodatkową
pisze piszę
sprobowac spróbować
pomagac pomagać
impreze imprezę
zebrac zebrać
mozliwoscia możliwością
obowiazkiem obowiązkiem
date datę
zlozyli złożyli
zmieniaja zmieniają
udzielic udzielić
ulegl uległ
zasiegu zasięgu
okolicznosciach okolicznościach
zauwaza zauważa
odebrac odebrać
pomyslu pomysłu
probowala próbowała
rozpoczna rozpoczną
wspaniale wspaniałe
dawac dawać
jesc jeść
pelnil pełnił
przeglad przegląd
zachowal zachował
matke matkę
wynikaja wynikają
wystapila wystąpiła
obsluga obsługa
ramie ramię
straznicy strażnicy
uslyszalem usłyszałem
wierze wierzę
slysze słyszę
tekscie tekście
zwykly zwykły
wewnetrznego wewnętrznego
przestala przestała
zakonczy zakończy
wyjscie wyjście
miroslawa mirosława
amerykanskie amerykańskie
przeprowadzil przeprowadził
wspolna wspólną
rozwijac rozwijać
wierzyc wierzyć
usmiech uśmiech
dziewieciu dziewięciu
pomieszczen pomieszczeń
wymogow wymogów
doprowadzil doprowadził
protokol protokół
kierujacy kierujący
przyjety przyjęty
zatrzymala zatrzymała
listow listów
zlym złym
kupowac kupować
plyte płytę
pozno późno
internautow internautów
zadanie żądanie
mieszkanca mieszkańca
mozgu mózgu
poznal poznał
wymagan wymagań
mezem mężem
tworca twórca
wyjasnienie wyjaśnienie
sytuacja sytuacją
padlo padło
mowilo mówiło
usiadl usiadł
przygotowal przygotował
uczuc uczuć
wlasciwej właściwej
strzal strzał
zastanowic zastanowić
samorzady samorządy
przejecia przejęcia
lozku łóżku
przemysl przemysł
sedziego sędziego
uslyszec usłyszeć
zywo żywo
lezala leżała
paryzu paryżu
wklad wkład
sale salę
swiatowego światowego
siegnal sięgnął
europejska europejską
zostawil zostawił
wyciagnac wyciągnąć
zwyklych zwykłych
wyzszym wyższym
nalezacych należących
spedzil spędził
uplywem upływem
noznej nożnej
scene scenę
oswiadczyl oświadczył
izbe izbę
siedziec siedzieć
uczynil uczynił
opuscic opuścić
dwor dwór
wzgledzie względzie
zabytkow zabytków
prosil prosił
solidarnosci solidarności
okregowej okręgowej
miesa mięsa
przybyl przybył
publicznosci publiczności
zaczynal zaczynał
poslanek posłanek
miedzynarodowy międzynarodowy
krokow kroków
osiagnal osiągnął
zwolennikow zwolenników
wieslawa wiesława
polozyl położył
pochodzacych pochodzących
chodza chodzą
samorzadow samorządów
sledztwa śledztwa
zajeciach zajęciach
pisza piszą
nazwal nazwał
oznaczac oznaczać
chlopca chłopca
jaroslawa jarosława
mialoby miałoby
zbudowac zbudować
zasada zasadą
trafily trafiły
patrza patrzą
zlych złych
wzglednie względnie
malzenstwa małżeństwa
wspanialy wspaniały
wstepie wstępie
artysci artyści
lacznej łącznej
kwasniewski kwaśniewski
zarobic zarobić
hasla hasła
wiare wiarę
zolnierz żołnierz
ograniczen ograniczeń
rosna rosną
biletow biletów
poszlo poszło
polaczeniu połączeniu
polaczonych połączonych
splaty spłaty
odpowiadaja odpowiadają
zwrocila zwróciła
zauwazyc zauważyć
siedza siedzą
rekami rękami
zlodzieje złodzieje
protokolu protokołu
regul reguł
dotyczyly dotyczyły
widziala widziała
cwiczenie ćwiczenie
musialby musiałby
prawidlowo prawidłowo
zalogi załogi
dzialajace działające
upadlosci upadłości
zapomniec zapomnieć
zydzi żydzi
przyjemnosc przyjemność
spoleczna społeczna
polozenie położenie
